_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists,gold_labels
3134,359890,537804,Stars Shine In Your Eyes (from La Strada),David Rose And His Orchestra,0,Melinda and Melinda,2004.0,,Concerto in D for String Orchestra: 2-Arioso: Andantino,igor stravinsky + english chamber orchestra,0
3139,359890,639350,Stars Shine In Your Eyes (from La Strada),David Rose And His Orchestra,0,Talking Heads in concerto,1980.0,,Houses in Motion,david byrne + brian eno + chris frantz + jerry harrison + tina weymouth + talking heads,0
3158,706689,177622,Like Someone In Love,Ray Brown Trio / Ralph Moore,1991,Parenthood,2010.0,Amazing Andy and His Wonderful World of Bugs (#2.16),Love and Permanence,azure ray,0
3162,593368,451742,Slip Away (A Warning) (LP Version),Lou Reed & John Cale,0,Gigantic (A Tale of Two Johns),2002.0,,Hide Away Folk Family,john linnell + john flansburgh + they might be giants,0
3171,152359,712938,La Mujer Es Para Quererla,Los Nemus del Pacifico,2005,Vermouth & Noche,2002.0,,Somos tontos  no pesados / Toda la noche,Ãlvaro henrÃ­quez + los tres + makiza,0
3183,13116,172057,Powder Your Face With Sunshine (Smile! Smile! Smile!),Frank Sinatra and Dean Martin,0,One Hit Wonderland,2012.0,To Be with You by Mr. Big (#2.9),To Be With You,eric martin + david grahame + westlife,0
3188,930621,458474,Standing On The Corner Of The Third World,Tears For Fears,1989,Gray Matters,2006.0,,All Kinds of Love,leslie mills + chris pelcer + arrangement with music for the masses,0
3198,938850,569160,Requiem in D Minor K626 - Communion: Cum sanctis tuis,Scottish Chamber Orchestra/Sir Charles Mackerras,0,Over the Santa Fe Trail,1947.0,,Were Always in the Money but Still Were Always Broke,charles ward + the hoosier hotshots,0
3214,439142,44045,Love Is In The Air (Fran Mix),John Paul Young,1997,Cesko hledÃ¡ SuperStar,2004.0,TretÃ­ semifinÃ¡le: Kluci (#3.15),Can You Feel the Love Tonight,elton john + tim rice + zbynek drda,0
3232,897903,379008,Wheels Of Steel (Live At The Hammersmith Odeon) (1997 Digital Remaster),Saxon,0,BrÃ¼tal Legend,2009.0,,Wheels of Steel,biff byford + paul quinn + graham oliver + steve dawson + pete gill + saxon,1
3233,775025,376262,El Santo Cachon,Los Embajadores Vallenatos,0,Breathing Room,1996.0,,Popurri Navideno - El Cascabel,los toros band,0
3237,930695,732092,Black & White,David Devant and His Spirit Wife,2006,Ziggy Stardust and the Spiders from Mars,1973.0,,White Light/White Heat,david bowie + david bowie   (as ziggy stardust + the spiders from mars),0
3249,947093,637117,Jesus_ I Am Yours/I Surrender All,Al Denson,0,Swing It Professor,1937.0,,Im Sorta Kinda Glad I Met You,al heath + buddy la roux + connie lee,0
3250,947093,642619,Jesus_ I Am Yours/I Surrender All,Al Denson,0,Thanks for Listening,1937.0,,I Like to Make Music,connie lee + al heath + buddy la roux + pinky tomlin,0
3253,897945,273037,Multiply (In A Minor Key) Piano by Gonzales,Jamie Lidell,2006,The Tonight Show Starring Jimmy Fallon,2014.0,Jamie Foxx/Carla Gugino/Jamie Foxx feat. Kid Ink (#2.153),In Love By Now,jamie foxx + mitch catalyst cohn + travis sayles + j doe smith + robert crayton,0
3270,422848,537590,(LIVE) Bist du dabei_ Wie lebendig sie war_ Wenn wir GlÃ¼ck haben,Bernd Begemann & die Befreiung,0,Mein Schatz komm mit ans blaue Meer,1959.0,,So lang du einen Freund hast,werner scharfenberger + die blauen jungs,0
3290,234475,724432,Lost Highway,Bon Jovi,2007,Wild Hogs,2007.0,,Lost Highway,jon bon jovi + richie sambora + john shanks + bon jovi,1
3307,529400,179357,The Blob,The Five Blobs,1988,Pastor Mike Online,2011.0,Frank Logsdon  Dewey Lockman and the NASB (#1.154),(Beware of) The Blob,burt bacharach + the 5 blobs,1
3322,644107,587492,Guru Ram Das Chant,Guru Ganesha Singh,0,Rab da Vaasta...,2013.0,,Wahe Guru Chant,abhinav agnihotri + bhai ranjit singh + bhai sham singh,0
3331,951130,241964,You Won't Let Me Go (feat. Charles Brown),Johnny Moore's Three Blazers featuring Charles Brown,0,The Dean Martin Show,1965.0,(#6.14),You Are My Sunshine,jimmie davis + charles mitchell + dean martin + glen campbell,0
3347,816164,355747,La Rifa Del Viento,Luis Alberto Spinetta,1983,Aventuras del barbero de Sevilla,1954.0,,Chanson de la montagne,luis mariano + mireille brocey + juan quintero,0
3349,260274,495126,Mozart: Die Entfuhrung aus dem Serail (The Abduction from the Seraglio): Overture,Wolfgang Amadeus Mozart,0,Jumpin Jack Flash,1986.0,,Overture,wolfgang amadeus mozart,0
3357,693317,649185,Worried Man blues,Big Joe Williams,1936,The Big Hit,1998.0,,Im the Man,joe jackson + buck-o-nine,0
3370,29771,102069,The Ballad of Sweeney Todd,Stephen Sondheim,1979,Great Performances,1971.0,Sondheim! The Birthday Concert,Partial Sweeny Todd,stephen sondheim,0
3386,791672,154989,The Nutcracker Suite_ Op. 71a_ Dance Of The Sugar Plum Fairy,Leopold Stokowski/The Philadelphia Orchestra,0,Miss Fishers Murder Mysteries,2012.0,Game  Set & Murder (#3.7),Whats the Use of Living Without Love,james hanley + joseph mccarthy + king oliver + his orchestra,0
3397,947331,571615,Give It Up Or Turnit A Loose,James Brown / The J.B.'s,0,Pardon My Rhythm,1944.0,,Youve Got to Hand It to the Band,inez james + sidney miller,0
3403,930977,316536,This Cocaine Makes Me Feel Like I'm On This Song,System of a Down,2005,Wedding Band,2012.0,I Love College (#1.2),Shut Up and Let Me Go,jules de martino/katie white + mother of the bride,0
3407,921908,77172,The Good Life,Tony Orlando & Dawn,1971,DuckTales,1987.0,Spies in Their Eyes (#1.12),Hi-Diddle-Dee-Dee (An Actors Life for Me),leigh harline + ned washington + tony anselmo  ,0
3415,947384,703302,Blood Red Earth,Susan Aglukark,2006,Tromeo and Juliet,1996.0,,Red River Waltz Overture,susan voelz,0
3427,939203,394967,All My Life,Parachute Band,2000,Coffee Therapy,2006.0,,Chinatown My Chinatown,w. jerome + j. schwartz + the firecracker jazz band,0
3430,668870,453472,Stop! In The Name Of Love,Supremes,0,Glory Road,2006.0,,Baby Love,brian holland + lamont dozier + eddie holland + the supremes,0
3464,955629,257180,O My Soul,Big Star,1974,The Mysteries of Laura,2014.0,The Mystery of the Art Ace (#1.7),Piece of My Heart,jerry ragovoy + bert berns + big brother + the holding company,0
3512,914760,426753,Que Se Puede Hacer Salvo Ver Peliculas,La Maquina De Hacer PÃ¡jaros,0,El cielo en tu mirada,2012.0,,Lo que ves es lo que soy,odilÃ³n chÃ¡vez + ettore grenci + mÃ³nica vÃ©lez + mane de la parra,0
3522,111958,57608,Everybody Here Wants You,Jeff Buckley,1998,Dancing with the Stars,2004.0,(#11.4),Pictures of You,the last goodnight + jeff blue + kurtis john + mike nadeau,0
3529,955750,661367,I Man A African,The Sons Of Selassie,0,The Gay Ranchero,1948.0,,Waitll I Get My Sunshine Into the Moonlight,harry glick + jimmy lambert + dave olson + roy rogers + jane frazee + the sons of the pioneers,0
3572,612606,523073,Noche En La Ciudad,Los Prisioneros,1990,Los Bunkers: Vida de Perros,2006.0,,La exiliada del sur,violeta parra + patricio manns + inti-illimani histÃ³rico + los bunkers,0
3580,611844,453740,The Day Of The Wedding (June) (Album Version),Charles Wright & The Watts 103rd. Street Rhythm Band,0,Go West,1940.0,,From the Land of the Sky-Blue Water,charles wakefield cadman + harpo marx   on a harp disguised as a loom + the unidentified indian chief,0
3581,958039,52342,I Dont Know (Lopazz Remix),Chelonis R. Jones,0,Crook & Chase,2008.0,(2009-07-02),I Dont Need Your Rockin Chair,george jones,0
3584,958039,350917,I Dont Know (Lopazz Remix),Chelonis R. Jones,0,Another Gay Movie,2006.0,,I Was Born This Way,bunny jones + chris spierer + craig c + jimmy somerville,0
3587,570892,321149,Love,Kele Le Roc,0,World Championship Snooker,1973.0,2015: Day 14  Part 3 (#43.72),My Love,kele le roc,1
3616,276001,298466,I Love You More Every Day,John Mayall,2007,Top of the Pops 2,1994.0,TOTP2 Presents the Nineties,(Everything I Do) I Do It for You,bryan adams + michael kamen + robert john lange,0
3622,276001,530852,I Love You More Every Day,John Mayall,2007,Major League II,1994.0,,(EVERYTHING I DO) GOT TO BE FUNKY,maurice john vaughn + arrangement with warner special products,0
3631,276001,384495,I Love You More Every Day,John Mayall,2007,Captain Mike Across America,2007.0,,Im Not Gonna Save You,written eli david pervere miller + john weis zox + daniel joshua edinburg + spencer dalles swain + zox,0
3643,939555,604568,Got To Get Back To Love,George Duke,2004,Saturday Night Live in the 80s: Lost & Found,2005.0,,Bad to the Bone,george thorogood + the destroyers,0
3651,570943,81339,The Battle Of Hollywood From '1941' (includes the Irish folksong 'The Rakes of Mallow'),John Williams,0,Elena of Avalor,2016.0,A Day to Remember (#1.9),Festival of Love,john kavanaugh + aimee carrero + emiliano dÃ­ez + laura dickinson + rudy cardenas + baraka may + greg whipple,0
3659,947783,386430,Ride Of Your Life (New Jim Scott Mix),John Gregory,0,Casualties of War,1989.0,,Magic Carpet Ride,rushton moreve + john kay + steppenwolf,0
3661,947783,483155,Ride Of Your Life (New Jim Scott Mix),John Gregory,0,Imagine: John Lennon,1988.0,,A Day in the Life,john lennon + paul mccartney,0
3679,800333,204222,I Can't Go For That (No Can Do),Daryl Hall & John Oates,1981,Scene at 6:30,1963.0,(1964-10-16),I Should Have Known Better,john lennon + paul mccartney + the beatles,0
3681,800333,367670,I Can't Go For That (No Can Do),Daryl Hall & John Oates,1981,Biggest Band Breakups and Make Ups,2015.0,,We Can Work It Out,john lennon + paul mccartney + the beatles,0
3685,874064,441058,Silver Moon,Michael Nesmith And The First National Band,1999,Flesh and Bone,1993.0,,Blue Moon Revisited,margo timmins + michael timmins + richard rodgers + lorenz hart + the cowboy junkies,0
3700,862481,101354,Stake Of My Soul,Sopor Aeternus & The Ensemble Of Shadows,1991,Gotham,2014.0,The Fearsome Dr. Crane (#1.14),Trouble In My Way,the cast of gotham,0
3705,956009,220286,Come On In Love,Barry White,1995,Soul Train,1971.0,Stephanie Mills/Force MDs (#17.26),Your Love Drives Me Crazy,james edward white + jr. + force m.d.s,0
3718,945769,328383,This Is the One Thing We Did Not Want to Have Happen,The Brian Jonestown Massacre,2010,2014 Billboard Music Awards,2014.0,,This Is How We Roll,tyler hubbard + brian kelley + cole swindell + luke bryan + florida georgia line,0
3719,915074,560198,Summertime Guajira,Ray Barretto - New World Spirit,0,Nothing Personal,1995.0,,In The Summertime,ray dorset + mungo jerry,0
3759,582751,627978,Hey Girl (LP Version),Michael McDonald,0,Standing Ovation,2010.0,,Dancing Girl,edward b. kessel + sandy linzer + michael pericoloso + london clark + erika corvette + ashley cutrona + devon jordan + jeana zettler,0
3768,931527,631051,Hay Baby,Jeff And Sheri Easter,0,Stonewall,1995.0,,Gee Baby Gee,jeff barry + ellie greenwich + the butterflies + arrangement with celebrity licensing inc.,0
3790,939740,516467,Kozmic Blues,Janis Joplin,1969,Les petits mouchoirs,2010.0,,Kozmic Blues,janis joplin + gabriel mekler,0
3810,702210,149353,Love Is All Around (The Mary Tyler Moor Show Theme),Sonny Curtis,0,Mary Tyler Moore,1970.0,And Now  Sitting in for Ted Baxter (#2.9),Love Is All Around,sonny curtis,0
3812,941951,300528,Beat The Clock,Sparks,1979,Top of the Pops,1964.0,(1979-07-19),Beat the Clock,ron mael + russell mael + sparks,1
3818,931605,11763,Have I Told You Lately That I Love You (First Ever Demo Cut To 78rpm Disc),Billy Fury,0,American Idol: The Search for a Superstar,2002.0,Jump  Jive and Fail! (#1.15),The Glory of Love,billy hill + christina christian,0
3834,956208,57608,Today I Started Loving You Again,Dolly Parton / John Popper,1996,Dancing with the Stars,2004.0,(#11.4),Pictures of You,the last goodnight + jeff blue + kurtis john + mike nadeau,0
3848,956208,12143,Today I Started Loving You Again,Dolly Parton / John Popper,1996,American Idol: The Search for a Superstar,2002.0,Top 13 Perform (#11.17),I Will Always Love You,dolly parton + jessica sanchez,0
3855,79668,538852,Blues (That Mean Old Twister),Lightnin Hopkins,1991,Merton,1984.0,,The Trouble Blues,lightnin hopkins,0
3860,800585,94157,Mil Pedazos,Jaula de Grillos,0,FÃ­sica o quÃ­mica,2008.0,Autocontrol (#4.11),Mil pedazos,jaula de grillos,1
3864,705069,218465,All I Really Want To Do,Bob Dylan,1964,Solid Gold,1980.0,(#5.37),Talk to Me,beau hill + bob pfeifer + fiona,0
3865,705069,302045,All I Really Want To Do,Bob Dylan,1964,Top of the Pops,1964.0,(1985-12-25),Do They Know Its Christmas?,bob geldof + midge ure + band aid,0
3867,705069,690754,All I Really Want To Do,Bob Dylan,1964,The Wedding Singer,1998.0,,Thats All,alan brandt + bob haymes + adam sandler,0
3869,959355,163171,O Little Town Of Bethlehem,Kevin Max,0,Mystery Science Theater 3000,1988.0,Last of the Wild Horses (#7.11),Green  Green Grass of Home,curly putman + kevin murphy,0
3870,959355,555119,O Little Town Of Bethlehem,Kevin Max,0,New Blood Rising,2014.0,,Peace of Mind,kevin macleod,0
3886,919874,558763,Raindrops Keep Falling On My Head,Billy Joe Royal,0,Nobodys Perfect,1990.0,,Girls on the Run,the crybabys + simon stokes + billy cioffi,0
3888,919874,344034,Raindrops Keep Falling On My Head,Billy Joe Royal,0,All You Need,2001.0,,Leaves On Water,jennifer freebairn + joe zimmerman + dave levison,0
3892,569225,422744,I Hate Myself For Loving You,Joan Jett & The Blackhearts,0,Du-beat-e-o,1984.0,,I Want You,joan jett + kenny laguna + ritchie cordell,0
3900,931743,1866,Happy End In Agrabah,Alan Menken,1992,20 to 1,2005.0,TVs Funniest Neighbours (#10.5),Happy Together,the turtles + alan gordon + gary bonner,0
3930,890844,644308,I Think We're Alone Now,Tommy James And The Shondells,1967,The 420 Movie,2009.0,,Thats What I Like,james blackburn + steve derkson + fingernail juice (james blackburn + isaac mitchell + steve rubio),0
3938,800744,193121,You've Got The Love,Florence + The Machine,2009,Reading and Leeds Festival,2009.0,Florence and the Machine (#1.1),Youve Got The Love,anthony b. stephens + florence + the machine,1
3954,563210,387243,Folsom Prison Blues,The John Evans Band,0,Celebration at Big Sur,1971.0,,Rainbows Over Your Blues,john sebastian,0
3961,951773,694744,Je N'En Connais La Fin/If You Love Me (Really Love Me),Jeff Buckley,0,This Is 40,2012.0,,I Got You (At the End of the Century),jeff tweedy + wilco,0
3968,776254,311815,Bonus Track: Skeleton Kiss (Iron Mask Sessions 92),Christian Death,0,Velvet,2013.0,No digas adiÃ³s (#3.10),Kiss Me Darling,christian padovan + stÃ©phane huguenin + yves sanna,0
3976,317521,712092,The Ride Of The Valkyries_ Op.wwv86b : Overture,Richard Wagner,0,Varsity Show,1937.0,,Sing  You Son of a Gun,richard a. whiting,0
3990,563319,254655,A Swingin Safari,Bert Kaempfert And His Orchestra,2003,The Match Game,1962.0,(#3.20),A Swingin Safari (The MATCH GamE),bert kaempfert,1
3999,491490,672170,The Night They Drove Old Dixie Down (Live) (2001 Digital Remaster),The Band,0,The Magic of David Copperfield XIII: Mystery on the Orient Express,1991.0,,Burning Down the House,the american rock band talking heads + david byrne + chris frantz + jerry harrison + tina weymouth,0
4018,948371,68827,Nobody Does It Better (Instrumental),Marvin Hamlisch,1977,Detroit 1-8-7,2010.0,Ice Man/Malibu (#1.11),Baby Dont You Do it,brian holland + lamont dozier + marvin gaye,0
4019,948371,581632,Nobody Does It Better (Instrumental),Marvin Hamlisch,1977,Practical Magic,1998.0,,Got To Give It Up,marvin gaye + arrangement with polygram film + tv music,0
4024,6297,238349,Hard To Say Goodbye,Kevin Braheny,1990,The Big Bang Theory,2007.0,The Maternal Combustion (#8.23),Its the Hard Knock Life,charles strouse + simon helberg + kunal nayyar + kevin sussman,0
4029,809138,560766,Bricks 4 The High (Explicit Album Version) (feat. Jim Jones & Damon Dash),Dem Franchize Boyz feat. Jim Jones & Damon Dash,2006,Nowhere,1997.0,,Shes So High,damon albarn + graham coxon + alex james + dave rowntree + blur,0
4034,825716,576421,Short Life of Trouble,Blue Ridge Mountain Entertainers,0,Picture This,2008.0,,Pictures of You,the last goodnight + jeffrey mark blue + kurtis john henneberry + michael nadeau,0
4049,940254,347762,Life In A Northern Town (Live),Little Big Town,2007,Among Thieves,2008.0,,Question Town,big buildings,0
4065,309498,45645,Medley: Lover Come Back To Me/(I Don't Stand) A Ghost Of A Chance With You/Just You_ Just Me,Charlie Shavers / Bill Harris / Charlie Ventura / Ralph Burns / Bill Arango / Curly Russell / Sid Catlett,0,Chuck,2007.0,Chuck Versus Tom Sawyer (#2.5),All Out of Love,air supply + graham russell + russell hitchcock,0
4066,309498,163171,Medley: Lover Come Back To Me/(I Don't Stand) A Ghost Of A Chance With You/Just You_ Just Me,Charlie Shavers / Bill Harris / Charlie Ventura / Ralph Burns / Bill Arango / Curly Russell / Sid Catlett,0,Mystery Science Theater 3000,1988.0,Last of the Wild Horses (#7.11),Green  Green Grass of Home,curly putman + kevin murphy,0
4070,309498,389866,Medley: Lover Come Back To Me/(I Don't Stand) A Ghost Of A Chance With You/Just You_ Just Me,Charlie Shavers / Bill Harris / Charlie Ventura / Ralph Burns / Bill Arango / Curly Russell / Sid Catlett,0,Chess,2003.0,,Kvartet - En fÃ¶rebild fÃ¶r dygd och hÃ¶gsta ambition (Quartet - A model of decorum and tranquillity),per myberg / helen sjÃ¶holm / rolf skoglund / tommy kÃ¶rberg,0
4079,309498,500934,Medley: Lover Come Back To Me/(I Don't Stand) A Ghost Of A Chance With You/Just You_ Just Me,Charlie Shavers / Bill Harris / Charlie Ventura / Ralph Burns / Bill Arango / Curly Russell / Sid Catlett,0,Killer: A Journal of Murder,1995.0,,I LIKE TO PET,bill elliott + his orchestra + frederick hodges,0
4094,956672,429442,The One I Love (Acoustic),David Gray,0,Elvis: #1 Hit Performances,2007.0,,Cant Help Falling In Love,george david weiss + hugo peretti + luigi creatore + elvis presley,0
4097,801028,714795,C'est Mon P'tit Doigt (Revue Du Casino De Paris ''Paris En Joie''),Maurice Chevalier,0,Vive la France,1974.0,,Paris je taime,maurice chevalier,1
4104,375078,406324,Hidden Houses,Dave Gahan,2003,Dave Gahan: Live Monsters,2004.0,,Hidden Houses,dave gahan + know chandler,1
4112,686387,145460,Meet Me In St. Louis_ Louis (LP Version),Joan Carroll_ Harry Davenport_ Judy Garland And The M-G-M Studio Chorus,0,M*A*S*H,1972.0,Movie Tonight (#5.21),They Say That in the Army,alan alda + gary burghoff + william christopher + jamie farr + judy farrell + mike farrell + enid kent + larry linville + harry morgan + kellye nakahara + loretta swit,0
4136,940386,500934,I Don't Know How To Love Him - Sound-a-like Cover,West End Orchestra & Singers,0,Killer: A Journal of Murder,1995.0,,I LIKE TO PET,bill elliott + his orchestra + frederick hodges,0
4142,956797,38176,A Boy Like That - I Have a Love,Chita Rivera & Carol Lawrence & Leonard Bernstein&The New York Philharmonic Orchestra,0,Bunheads,2012.0,Take the Vicuna (#1.15),The Sleeping Beauty  Op. 66: Act III - Pas De Deux: Aurore (Variation Ii),andrew mogrelia + czecho-slovak state philharmonic orchestra,0
4168,948620,556551,Skip To My Lou,Old Town School of Folk Music,0,Night at the Museum: Secret of the Tomb,2014.0,,(Ive Had) The Time of My Life,franke previte + john denicola + donald markowitz + bill medley + jennifer warnes + arrangement with sony music licensing,0
4192,603067,490509,You Send Me,Kenny G with Michael Bolton,1997,Jawbreaker,1999.0,,I Believe You,hub moore + hub + arrangement with polygram film + tv music,0
4201,825758,643340,Saturday Night (Arno Cost Remix),Michael Feiner feat. Daniel LindstrÃ¶m,2009,Thats My Boy,2012.0,,Dance The Night Away,edward van halen + alex van halen + michael anthony + david lee roth + van halen + arrangement with warner music group film + tv licensing,0
4210,858536,96446,SNOW WHITE: A Tale Of Terror: Theme,John Ottman,0,Getaway,1992.0,(#19.3),Superman Theme,john williams,0
4230,408008,173022,Be My Guest,Manhattan Brothers,0,One Tree Hill,2003.0,I Cant See You  But I Know Youre There (#8.2),Cant Take My Eyes Off You,cary brothers  with jason kanakis,0
4231,948698,637985,Just Wait Till I Get You Alone,Carl Smith,0,SÃ¶der om landsvÃ¤gen,1936.0,,BORDSVISA / SÃ RESER VI TILL KÃPENHAMN ETT SLAG,carl romanus,0
4232,834013,661367,Give My Regards To Broadway / The Yankee Doodle Boy,Jane Morgan,0,The Gay Ranchero,1948.0,,Waitll I Get My Sunshine Into the Moonlight,harry glick + jimmy lambert + dave olson + roy rogers + jane frazee + the sons of the pioneers,0
4239,842213,493151,High School Confidential,Albert Lee / Joe Hammer / Chas Hodges / Pete Robinson / B.J. Cole / Drew Croon / John Gustafson / Mick Kellie,1957,John Legend: Live from Philadelphia,2008.0,,So High,john legend,0
4241,842213,658118,High School Confidential,Albert Lee / Joe Hammer / Chas Hodges / Pete Robinson / B.J. Cole / Drew Croon / John Gustafson / Mick Kellie,1957,The Eurovision Song Contest,1960.0,,Looking High  High  High,john watson + bryan johnson,0
4249,784876,12143,Just Someone I Used To Know,Porter Wagoner and Dolly Parton,1989,American Idol: The Search for a Superstar,2002.0,Top 13 Perform (#11.17),I Will Always Love You,dolly parton + jessica sanchez,0
4263,850418,348551,Dedicated To You,John Coltrane / Johnny Hartman,1963,An Indecent Obsession,1985.0,,It Could Have Been You,david skinner + alan lancaster + john swan,0
4299,473618,296809,Baby Boy Medley,BeyoncÃ©,0,Todds Pop Song Reviews,2009.0,The Top Ten Worst Hit Songs of 2004 (#3.25),Baby Boy,beyoncÃ© knowles + scott storch + sean paul + robert waller + jay z,1
4317,891419,252054,Keep Right On To The End Of The Road,Sir Harry Lauder,0,The Life and Legend of Wyatt Earp,1955.0,The Big Bellyache (#3.2),The Legend of Wyatt Earp,harry warren + the ken darby singers,0
4336,182707,478093,Searching With My Good Eye Closed,Soundgarden,1991,Hype!,1996.0,,Searching With My Good Eye Closed,chris cornell + soundgarden,1
4349,858710,179464,That's What Faith Must Be (Present Reality Album Version),Michael Card,0,Pastor Mike Online,2011.0,What Is the Underground Church? (#1.197),Do You Hear What I Hear?,gloria shayne + michael hoggard,0
4351,916055,341418,Aint Misbehavin',Fats Waller,0,Aint Misbehavin,1941.0,,Aint Misbehavin,fats waller + harry brooks + myra johnson + band + dancers,0
4358,907884,625519,Is It Wrong To Feel So Good (At This Time In My Life),Cliff Eberhardt,1993,Spawn,1997.0,,For Whom the Bell Tolls (The Irony of it All),james hetfield + lars ulrich + cliff burton + metallica,0
4363,377961,154989,Lullaby of Broadway,The London Pops Orchestra,0,Miss Fishers Murder Mysteries,2012.0,Game  Set & Murder (#3.7),Whats the Use of Living Without Love,james hanley + joseph mccarthy + king oliver + his orchestra,0
4369,932478,691081,Meher Baba M5 (Vivaldi),Pete Townshend,1993,The Who and Special Guests Live at the Royal Albert Hall,2000.0,,Baba ORiley,the who  with nigel kennedy + pete townshend,0
4397,154270,667201,What'll I Do?,Johnny Mathis,1992,The Jane Austen Book Club,2007.0,,Youre All I Have,gary lightbody + nathan connolly + tom simpson + johnny quinn + snow patrol,0
4400,916149,257180,Medley: 60 Minutes Of Your Love/A Lot Of Love (2004 Digital Remaster) (Stereo),Simon Dupree & The Big Sound,0,The Mysteries of Laura,2014.0,The Mystery of the Art Ace (#1.7),Piece of My Heart,jerry ragovoy + bert berns + big brother + the holding company,0
4417,932588,725213,Forever And A Day (Album),Boy Hits Car,2005,Wine  Women and Horses,1937.0,,With Plenty of Money and You,harry warren + barton maclane  in the car,0
4428,908054,389067,Days Go By,Keith Urban,2004,Chasing Madoff,2010.0,,Indiana Days,keith nichols,0
4440,959488,253615,Eye Of The Zombie,John Fogerty,1986,The Marty Stuart Show,2008.0,John Rich (#1.15),Battle of New Orleans,jimmie driftwood + john rich,0
4449,940859,652278,Maestoso (A Hymn In The Roof Of The World),Barclay James Harvest,1974,The Canyon,2009.0,,Back Of My Mind,jim reilley + james scott reilley,0
4474,785238,566093,Let Me Entertain You (Live At Knebworth),Robbie Williams,2003,One Night with Robbie Williams,2001.0,,Me and My Shadow,dave dreyer + al jolson + billy rose + robbie williams,0
4475,949085,472922,Cruel Way To Go Down,Allen Toussaint,1975,Holy Musical B@man!,2012.0,,The American Way,nick gage + scott lamps + brian holden + joe walker + jeff blim + meredith stepien + chris allen,0
4496,515900,337771,Nobody Wants To Be Lonely,Ricky Martin with Christina Aguilera,1999,ATL,2006.0,,Do It to It,rodney richard + john williams + sean paul joseph + farrah king + neosha king + cherish + sean paul + arrangement with sony bmg music entertainment,0
4509,932744,471584,Moon To The Sea,Peter and The Wolf,0,Hold Back the Night,1999.0,,Urge to Breath,peter john vettese + sara jay + grand theft audio,0
4517,957340,664804,The All American Girl,Top Of The Fair,0,The Hidden,1987.0,,Black Girl White Girl,stiv bators + brian james + the lords of the new church,0
4538,957376,467712,I Want To Make The World Turn Around,Steve Miller Band,1986,Hell on the Battleground,1988.0,,I Belive In The Battle,steve mcclintock + tim james + patricia pitts,0
4567,678923,577628,Bulletproof,La Roux,2009,Pitch Perfect,2012.0,,Bulletproof,elly jackson + ben langmaid + la roux,0
4591,867383,86789,Giving You The Best That I Got [Single Version],Anita Baker,2002,Fallen Angels,1993.0,The Quiet Room (#1.3),All the Things You Are,jerome kern + oscar hammerstein ii + chet baker,0
4599,513208,57006,Part-Time Lover,Stevie Wonder,1985,Dancing Stars,2005.0,(#7.8),Part-Time Lover,stevie wonder + dancing stars live-orchestra,1
4600,932955,406770,Can't Help Falling In Love,Elvis Presley,1961,Daydream Believers: The Monkees Story,2000.0,,Love Me Tender,elvis presley + ken darby   ),0
4607,957436,721433,1. Allegro non molto,Eduardo Fernandez / English Chamber Orchestra / George Malcolm,0,Whatever Works,2009.0,,Symphony No. 9 in D Minor  Op. 125 Choral - Molto Vivace,ludwig van beethoven + royal philharmonic orchestra,0
4613,261232,80543,Ayes De Amor En El Rio,Miguel Aceves Mejia Con El Mariachi Vargas De Tecalitlan,0,El coro de la cÃ¡rcel,2006.0,(#2.3),Maneras de vivir,rosendo mercado + ramiro penas + josÃ© a. urbano + miguel a. campos,0
4654,621734,322469,Yankee Doodle,Hank Penny & The Lincoln Penny Orchestra,0,You Bet Your Life,1950.0,(#6.31),The Dipsy Doodle,larry clinton + television orchestra conducted by jack brunker meakin,0
4667,916672,406172,All We Need Is Love (Da Groove Doctors Original Mix),Da Groove Doctors Feat. Tommie Nibbs,0,Date Movie,2006.0,,Need Your Love,ali dee + zach danziger + vincent alfieri + alana da fonseca + latisha bonita,0
4684,498896,325138,La noche y tu,Miguel Aceves MejÃ­a,0,Â¡QuÃ© noche la de aquel aÃ±o!,1987.0,,Â¡QuÃ© noche la de aquel aÃ±o!,miguel rÃ­os,0
4689,408788,295730,There's A Story In Your Voice,Elvis Costello & The Imposters,2004,Toast of the Town,1948.0,(#10.16),Peace in the Valley,thomas a. dorsey + elvis presley,0
4717,959685,378340,World_ Hold On [Children of the sky][Bob Sinclar vs Harlem Hustlers Remix],Bob Sinclar feat. Steve Edwards,0,Brooklyn Rules,2007.0,,Knockin on Heavens Door,bob dylan + deborah charles + bill ortiz + nina gerber,0
4728,941300,234156,Sevillanas de Triana. Rojo amapola,Miguel de los Reyes - JosÃ© Manuel RoldÃ¡n,0,TelevisiÃ³n registrada,1999.0,Andy Chango (#15.8),HÃ©roes de Malvinas,andrÃ©s ciro martÃ­nez + ciro y los persas,0
4733,941300,89025,Sevillanas de Triana. Rojo amapola,Miguel de los Reyes - JosÃ© Manuel RoldÃ¡n,0,Festival del Huaso de OlmuÃ©,1984.0,(1996-01-20),Hijos de la tierra,los jaivas,0
4747,924934,297680,I Love U (Antony Reale & Funky Junction Remix - Funky Junction Big Room Dub Edit) (Antony Reale & Funky Junction Remix - Funky Junction Big Room Dub Edit),Larry Tee,0,Tohuwabohu,1990.0,Seite 17 (#4.5),Let Your Love Flow,larry williams + bellamy brothers,0
