_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists,gold_labels
4263,850418,348551,Dedicated To You,John Coltrane / Johnny Hartman,1963,An Indecent Obsession,1985.0,,It Could Have Been You,david skinner + alan lancaster + john swan,0
4201,825758,643340,Saturday Night (Arno Cost Remix),Michael Feiner feat. Daniel LindstrÃ¶m,2009,Thats My Boy,2012.0,,Dance The Night Away,edward van halen + alex van halen + michael anthony + david lee roth + van halen + arrangement with warner music group film + tv licensing,0
5024,908965,399505,The Best Side Of Life,Sarah Connor,2006,Cowboys & Angels,2003.0,,Price of Dub,client + sarah blackwood + kate holmes,0
3999,491490,672170,The Night They Drove Old Dixie Down (Live) (2001 Digital Remaster),The Band,0,The Magic of David Copperfield XIII: Mystery on the Orient Express,1991.0,,Burning Down the House,the american rock band talking heads + david byrne + chris frantz + jerry harrison + tina weymouth,0
1265,960441,42374,Give It To Me,Mobb Deep / Young Buck,2006,Caroline in the City,1995.0,Caroline and the Cold Sesame Noodles (#3.8),Give My Regards to Broadway,george m. cohan + rita mckenzie + keone young + parry shen + andrew lauer,0
3790,939740,516467,Kozmic Blues,Janis Joplin,1969,Les petits mouchoirs,2010.0,,Kozmic Blues,janis joplin + gabriel mekler,1
525,836282,553761,Cuando El Hombre Quiere,Los Nemus del Pacifico,0,Nebraska,2013.0,,El Santo Cachon,luis brito lopez + los embajadores vallenatos,0
2862,954732,182149,I Shall Not Be Moved,Carlene Davis,0,Playboy After Dark,1969.0,(#1.8),Who Can I Turn To?,leslie bricusse + anthony newley + sammy davis jr.,0
1800,957551,149353,Young Love,Sonny James,1959,Mary Tyler Moore,1970.0,And Now  Sitting in for Ted Baxter (#2.9),Love Is All Around,sonny curtis,0
215,951754,553761,El dÃ­a feliz,Los Bunkers,0,Nebraska,2013.0,,El Santo Cachon,luis brito lopez + los embajadores vallenatos,0
2822,798089,493207,Love Theme,The Boston Pops Orchestra / John Williams,0,John Mayer: Someday Ill Fly,2014.0,,Love Song For No One,john mayer,0
4142,956797,38176,A Boy Like That - I Have a Love,Chita Rivera & Carol Lawrence & Leonard Bernstein&The New York Philharmonic Orchestra,0,Bunheads,2012.0,Take the Vicuna (#1.15),The Sleeping Beauty  Op. 66: Act III - Pas De Deux: Aurore (Variation Ii),andrew mogrelia + czecho-slovak state philharmonic orchestra,0
1206,935707,124922,On Christmas Morning,Michael McDonald,0,JonTron,2010.0,Foodfight! (#5.3),Widower Christmas,michael donner,0
3580,611844,453740,The Day Of The Wedding (June) (Album Version),Charles Wright & The Watts 103rd. Street Rhythm Band,0,Go West,1940.0,,From the Land of the Sky-Blue Water,charles wakefield cadman + harpo marx   on a harp disguised as a loom + the unidentified indian chief,0
3718,945769,328383,This Is the One Thing We Did Not Want to Have Happen,The Brian Jonestown Massacre,2010,2014 Billboard Music Awards,2014.0,,This Is How We Roll,tyler hubbard + brian kelley + cole swindell + luke bryan + florida georgia line,0
3,393235,661367,Moonlight In The Prairie,Roy Rogers,0,The Gay Ranchero,1948.0,,Waitll I Get My Sunshine Into the Moonlight,harry glick + jimmy lambert + dave olson + roy rogers + jane frazee + the sons of the pioneers,0
1315,830418,674216,Night And Day,Cole Porter,1964,The Monuments Men,2014.0,,Night And Day,cole porter + patrick peronne,1
2956,414246,193086,Pretty Visitors,Arctic Monkeys,2009,Reading and Leeds Festival,2009.0,Arctic Monkeys (#1.5),Pretty Visitors,arctic monkeys,1
3386,791672,154989,The Nutcracker Suite_ Op. 71a_ Dance Of The Sugar Plum Fairy,Leopold Stokowski/The Philadelphia Orchestra,0,Miss Fishers Murder Mysteries,2012.0,Game  Set & Murder (#3.7),Whats the Use of Living Without Love,james hanley + joseph mccarthy + king oliver + his orchestra,0
2336,863808,350917,Chris Rock Was My R.A.,Jimmy Fallon,2002,Another Gay Movie,2006.0,,I Was Born This Way,bunny jones + chris spierer + craig c + jimmy somerville,0
5106,577503,72488,Sunshine,ARRESTED DEVELOPMENT,2006,Doctor Who,2005.0,Smith and Jones (#3.1),Sunshine,arrested development,1
1342,935980,70012,Cost Of Living,Right Said Fred,2006,Die Harald Schmidt Show,1995.0,Show #13 (#1.13),Living on a Dream,right said fred,0
1402,845972,305695,Days Of Old (Album Version),Eric Clapton / B.B. King,2000,True Blood,2008.0,Scratches (#2.3),Power (Voodoo Version),king britt,0
3961,951773,694744,Je N'En Connais La Fin/If You Love Me (Really Love Me),Jeff Buckley,0,This Is 40,2012.0,,I Got You (At the End of the Century),jeff tweedy + wilco,0
819,99437,257180,The Twelve Days Of Christmas (Album Version),Jerry Jeff Walker,0,The Mysteries of Laura,2014.0,The Mystery of the Art Ace (#1.7),Piece of My Heart,jerry ragovoy + bert berns + big brother + the holding company,0
4232,834013,661367,Give My Regards To Broadway / The Yankee Doodle Boy,Jane Morgan,0,The Gay Ranchero,1948.0,,Waitll I Get My Sunshine Into the Moonlight,harry glick + jimmy lambert + dave olson + roy rogers + jane frazee + the sons of the pioneers,0
2173,879856,406679,In the end,Michael Mantler_ Jack Bruce_ Marianne Faithfull_ Robert Wyatt,0,Day Dreamer,1975.0,,Just in Time to See the Sun,carlos santana + gregg rolie + michael shrieve + santana,0
3249,947093,637117,Jesus_ I Am Yours/I Surrender All,Al Denson,0,Swing It Professor,1937.0,,Im Sorta Kinda Glad I Met You,al heath + buddy la roux + connie lee,0
2696,258118,554278,Pffft_ You Were Gone,East Side Dave & The Mountain Folk Band,0,Neil Diamond: Hot August Night/NYC,2009.0,,You Dont Bring Me Flowers,neil diamond   with linda press + the neil diamond band,0
4094,956672,429442,The One I Love (Acoustic),David Gray,0,Elvis: #1 Hit Performances,2007.0,,Cant Help Falling In Love,george david weiss + hugo peretti + luigi creatore + elvis presley,0
1720,919307,574816,Laulu hÃ¤nnÃ¤ttÃ¶mistÃ¤ perkeleistÃ¤,M.A. Numminen,0,Perkele! Kuvia Suomesta,1971.0,,Laulu huonoista palkoista,m.a. numminen + arja saijonmaa,1
225,942383,649185,You Can't Stand The Thought Of Another Man Loving Me,Millie Jackson,2008,The Big Hit,1998.0,,Im the Man,joe jackson + buck-o-nine,0
3938,800744,193121,You've Got The Love,Florence + The Machine,2009,Reading and Leeds Festival,2009.0,Florence and the Machine (#1.1),Youve Got The Love,anthony b. stephens + florence + the machine,1
1254,780172,365292,Teen Angel,Mark Dinning,1973,Best of Bandstand,1986.0,,Teen Angel,red surrey + jean dinning + mark dinning,1
4474,785238,566093,Let Me Entertain You (Live At Knebworth),Robbie Williams,2003,One Night with Robbie Williams,2001.0,,Me and My Shadow,dave dreyer + al jolson + billy rose + robbie williams,0
1626,928837,347383,Water Music Suite No.1 for orchestra in F major_ HWV 348/IX. Minuet in D Major,New York Philharmonic;Pierre Boulez,0,American Teen,2008.0,,Adventures in Solitude,a.c. newman + the new pornographers,0
669,926594,192177,Whatever Gets You Thru The Night (2005 Mix),John Lennon,0,Raising Hope,2010.0,Mongooses (#1.17),You Make My Dreams,sara allen + daryl hall + john oates + hall + oates,0
3870,959355,555119,O Little Town Of Bethlehem,Kevin Max,0,New Blood Rising,2014.0,,Peace of Mind,kevin macleod,0
3427,939203,394967,All My Life,Parachute Band,2000,Coffee Therapy,2006.0,,Chinatown My Chinatown,w. jerome + j. schwartz + the firecracker jazz band,0
1754,756336,638354,All I Want,Michael W. Smith,2004,Table for Three,2009.0,,I Found Lovin,johnny flippin / michael walker + released 1984. + the fatback band.,0
1029,894461,216063,A Heart & a Hand & the Love for a Band,David & The Citizens,2006,So You Think You Can Dance Canada,2008.0,Top 20 Performance (#4.8),Melody of Love (Wanna Be Loved),donna summer + david cole + robert clivillÃ©s + joe carrano,0
2339,855621,406679,Todo Mi Amor Eres Tu (I Just Can't Stop Loving You),Michael Jackson,2001,Day Dreamer,1975.0,,Just in Time to See the Sun,carlos santana + gregg rolie + michael shrieve + santana,0
5054,745179,591561,Way Down,Marty Stuart And His Fabulous Superlatives / Handsome Harry,2005,Reet  Petite  and Gone,1947.0,,I KNOW WHAT YOURE PUTTIN DOWN,louis jordan + louis jordan   with his tympany five,0
1341,935980,424607,Cost Of Living,Right Said Fred,2006,Easter Parade,1948.0,,A Couple of Swells,irving berlin + fred astaire + judy garland,0
4496,515900,337771,Nobody Wants To Be Lonely,Ricky Martin with Christina Aguilera,1999,ATL,2006.0,,Do It to It,rodney richard + john williams + sean paul joseph + farrah king + neosha king + cherish + sean paul + arrangement with sony bmg music entertainment,0
370,344539,699192,Drive My Car,The Ultimate Beatles Cover Band,0,Tommys Hollywood Report,1988.0,,Drive My Car,john lennon + paul mccartney + the beatles,0
1568,128737,335897,Had I Known You Better Then (LP Version),Daryl Hall And John Oates,1996,A Special Olivia Newton-John,1976.0,,Have You Never Been Mellow,john farrar + olivia newton-john,0
235,926014,721433,The Last Emperor - Main Theme,The City of Prague Philharmonic Orchestra,0,Whatever Works,2009.0,,Symphony No. 9 in D Minor  Op. 125 Choral - Molto Vivace,ludwig van beethoven + royal philharmonic orchestra,0
1264,960441,683109,Give It To Me,Mobb Deep / Young Buck,2006,The School of Rock,2003.0,,Highway To Hell,bon scott + angus young + malcolm young,0
2304,470500,454271,Available Space,Ry Cooder,1970,Goin South,1978.0,,Available Space,ry cooder,1
1121,960174,154989,King of the Honky Tonks,Commander Cody And His Lost Planet Airmen,0,Miss Fishers Murder Mysteries,2012.0,Game  Set & Murder (#3.7),Whats the Use of Living Without Love,james hanley + joseph mccarthy + king oliver + his orchestra,0
4878,556460,487122,Aastana Hai Yeh Kis Shah-E-Zeshan Ka,Ustad Nusrat Fateh Ali Khan,0,Ishqiya,2010.0,,Dil Toh Bacha Hai Jee,rahat fateh ali khan + vishal bhardwaj + music on t-series,0
4994,581213,181975,Love Me Or Leave Me,Gregory Isaacs & Dennis Brown,1989,Pistvakt - en vintersaga,1998.0,Flytande inspektion (#1.4),Give It Up or Turnit a Loose,charles bobbitt + james brown,0
4812,777557,659669,You'd Be So Nice To Come Home To,Jim Hall,1975,The Fighting Temptations,2003.0,,Come Back Home,jimmy jam + terry lewis + big jim wright + the ojays + t-bone + lil zane,0
