_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists
423713,786978,726861,Simple Man,Lynyrd Skynyrd,1973,Woodlawn,2015.0,,Simple Man,gary rossington + ronnie van zant + lynyrd skynyrd
423788,954732,412639,I Shall Not Be Moved,Carlene Davis,0,Deuce Bigalow: European Gigolo,2005.0,,I Said Never Again,robert davis + julian gingell + barry stone + rachel stevens
423857,961486,412639,I Ain't Gonna Go,Spencer Davis,0,Deuce Bigalow: European Gigolo,2005.0,,I Said Never Again,robert davis + julian gingell + barry stone + rachel stevens
423860,958683,412639,I Remember,Robert Glasper,2005,Deuce Bigalow: European Gigolo,2005.0,,I Said Never Again,robert davis + julian gingell + barry stone + rachel stevens
423991,795332,412639,I Believe In Music,Mac Davis,1992,Deuce Bigalow: European Gigolo,2005.0,,I Said Never Again,robert davis + julian gingell + barry stone + rachel stevens
424004,802941,412639,I Said Never Again (But Here We Are),Rachel Stevens,2005,Deuce Bigalow: European Gigolo,2005.0,,I Said Never Again,robert davis + julian gingell + barry stone + rachel stevens
424013,890529,412639,Where Can I Turn To?,Barry White,0,Deuce Bigalow: European Gigolo,2005.0,,I Said Never Again,robert davis + julian gingell + barry stone + rachel stevens
425035,903360,590093,The magic of love,Russell Watson / Lionel Richie / Jay Berliner / Jeff Bova / Royal Philharmonic Orchestra / John Lubbock,0,Raw Wind in Eden,1958.0,,THE MAGIC TOUCH,jay livingston + esther williams
425087,903703,590093,The Magic Touch,Tony Williams,0,Raw Wind in Eden,1958.0,,THE MAGIC TOUCH,jay livingston + esther williams
425811,845972,78090,Days Of Old (Album Version),Eric Clapton / B.B. King,2000,EastEnders,1985.0,(1991-12-26),Always Look on the Bright Side of Life,eric idle
426192,458441,78090,Whoops Look Out Behind You (Comedy),Eric Idle,0,EastEnders,1985.0,(1991-12-26),Always Look on the Bright Side of Life,eric idle
426388,135866,313733,La Suerte De Mi Vida,El Canto del Loco,2008,Vis a vis,2015.0,(#1.7),Noche de calor,el canijo de jerez + alba flores
426397,261232,313733,Ayes De Amor En El Rio,Miguel Aceves Mejia Con El Mariachi Vargas De Tecalitlan,0,Vis a vis,2015.0,(#1.7),Noche de calor,el canijo de jerez + alba flores
426402,941300,313733,Sevillanas de Triana. Rojo amapola,Miguel de los Reyes - José Manuel Roldán,0,Vis a vis,2015.0,(#1.7),Noche de calor,el canijo de jerez + alba flores
426403,953040,313733,Mardito Fiapo De Manga,Joelho De Porco,0,Vis a vis,2015.0,(#1.7),Noche de calor,el canijo de jerez + alba flores
426410,939978,313733,Printemps de vie,Les Petits Chanteurs de Saint-Marc,0,Vis a vis,2015.0,(#1.7),Noche de calor,el canijo de jerez + alba flores
426421,860832,313733,Popurri de Exitos 1,Margarita La Diosa de la Cumbia,0,Vis a vis,2015.0,(#1.7),Noche de calor,el canijo de jerez + alba flores
426425,246692,313733,De cara a la pared,Lhasa De Sela,0,Vis a vis,2015.0,(#1.7),Noche de calor,el canijo de jerez + alba flores
426432,934707,313733,Historia de una huida,El Chico Con La Espina En El Costado,2005,Vis a vis,2015.0,(#1.7),Noche de calor,el canijo de jerez + alba flores
426663,951525,449090,All My Love,The Hampton String Quartet,0,Gargandi snilld,2005.0,,All is Full of Love,björk + the icelandic string octet + matmos + zeena parkins
426892,69411,449090,Christmas Time Is Here,The String Trio of New York,0,Gargandi snilld,2005.0,,All is Full of Love,björk + the icelandic string octet + matmos + zeena parkins
427107,667808,300077,Da Ya Think I'm Sexy?,N-Trance / Rod Stewart / Rod Stewart,1998,Top of the Pops,1964.0,(1978-11-16),Do Ya Think Im Sexy?,rod stewart + carmine appice + duane hitchings
427216,248025,466658,I Can't Drive 55,Sammy Hagar,1984,Heartbreak Ridge,1986.0,,How Much I Care,clint eastwood + sammy cahn + jill hollier
427477,822228,408714,Angel Baby (1998 Digital Remaster),Dean Martin,1958,Dean Martin: The One and Only,2004.0,,Pretty Baby,egbert van alstyne + tony jackson + dean martin
428128,753535,196595,Life of fortune and fame,Sly & The Family Stone,0,Rock Concert,1973.0,(#1.3),Life,sly stone + sly + the family stone
428191,889460,275456,Theme (The Duke) - Intro,The Dave Brubeck Quartet Featuring Paul Desmond,0,The Tonight Show Starring Johnny Carson,1962.0,(1974-06-21),Johnnys Theme,paul anka
428267,131185,138584,June Night (Just Give Me A June Night_ The Moonlight And You) (Live),The Three Sounds,0,Life on Mars,2008.0,Things to Do in New York When You Think Youre Dead (#1.5),Black and White,three dog night
428301,864350,138584,Hard Times Come and Go,Pokey LaFarge and the South City Three,2010,Life on Mars,2008.0,Things to Do in New York When You Think Youre Dead (#1.5),Black and White,three dog night
428398,347888,138584,Black And White,Three Dog Night,1972,Life on Mars,2008.0,Things to Do in New York When You Think Youre Dead (#1.5),Black and White,three dog night
428971,686387,294922,Meet Me In St. Louis_ Louis (LP Version),Joan Carroll_ Harry Davenport_ Judy Garland And The M-G-M Studio Chorus,0,Tiny Toon Adventures,1990.0,Inside Plucky Duck (#1.39),The Gold Diggers Song (Were in the Money),harry warren
429038,838233,294922,I Guess The Lord Must Be In New York City,Harry Nilsson,1989,Tiny Toon Adventures,1990.0,Inside Plucky Duck (#1.39),The Gold Diggers Song (Were in the Money),harry warren
429054,936598,294922,Put A Little Love In Your Heart (The Big Three),Harry J Allstars,2004,Tiny Toon Adventures,1990.0,Inside Plucky Duck (#1.39),The Gold Diggers Song (Were in the Money),harry warren
429159,945202,294922,Just Another Sad Song,The Warren Brothers,1998,Tiny Toon Adventures,1990.0,Inside Plucky Duck (#1.39),The Gold Diggers Song (Were in the Money),harry warren
430314,945655,648124,Happy Home,David Sandström Overdrive,2008,The Beat Generation: An American Dream,1987.0,,Home on the Range,the david amram quartet + friends
430818,573145,648124,Little Cabin Home On The Hill - Live,The Million Dollar Quartet,0,The Beat Generation: An American Dream,1987.0,,Home on the Range,the david amram quartet + friends
431618,782672,98518,You Could Drive A Person Crazy [Company],Maria Friedman_ Ruthie Henshall_ Millicent Martin & Lea Salonga,0,Glee,2009.0,Furt (#2.8),Marry You,ari levine + bruno mars + philip lawrence + cory monteith + lea michele + dianna agron + chord overstreet
432055,585370,272241,Just a Closer Walk With Thee,Tennessee Ernie Ford,0,The Tennessee Ernie Ford Show,1956.0,Spike Jones and His City Slickers (#1.6),Just a Closer Walk with Thee,tennessee ernie ford
432382,949175,462059,My Gymnastic Past (Live),Future Of The Left,2009,Hair-Raising Hare,1946.0,,Headin for My Beddin,bugs after re-disposing of the monster
432465,946906,462059,I Heard You Been Layin' My Old Lady,New Riders of The Purple Sage,0,Hair-Raising Hare,1946.0,,Headin for My Beddin,bugs after re-disposing of the monster
432473,948620,462059,Skip To My Lou,Old Town School of Folk Music,0,Hair-Raising Hare,1946.0,,Headin for My Beddin,bugs after re-disposing of the monster
432531,862481,462059,Stake Of My Soul,Sopor Aeternus & The Ensemble Of Shadows,1991,Hair-Raising Hare,1946.0,,Headin for My Beddin,bugs after re-disposing of the monster
432557,806836,462059,I Wear Your Memory in My Heart,Sons Of The Pioneers,0,Hair-Raising Hare,1946.0,,Headin for My Beddin,bugs after re-disposing of the monster
433384,940859,363639,Maestoso (A Hymn In The Roof Of The World),Barclay James Harvest,1974,Begierde - Mord im Zeichen des Zen,2015.0,,Sip Of Vine,barclay james harvest
433403,959028,363639,Once Around - A Passage of Time,James Horner,0,Begierde - Mord im Zeichen des Zen,2015.0,,Sip Of Vine,barclay james harvest
433566,949459,386864,Miss You Nights,Royal Philharmonic Orchestra,0,Cats Dont Dance,1997.0,,Tonight Im Going Out with You,bill elliott + his orchestra
433571,912234,386864,Selection: (a) Casimo (b) I Love You (c) You Can Never Blame A Girl For Dreaming (d) Goodbye_ Little Rosebud (e) Wildflower (f) April Blossoms (g) Bambalina (h) Goodbye_ Little Rosebud,The London Theatre Orchestra,0,Cats Dont Dance,1997.0,,Tonight Im Going Out with You,bill elliott + his orchestra
433620,815123,386864,See You Later Alligator,Bill Haley and his Comets,0,Cats Dont Dance,1997.0,,Tonight Im Going Out with You,bill elliott + his orchestra
433755,741951,386864,Die Walküre : Act I - Der Männer Sippe sa hier im Saal,Sir Thomas Beecham_ Hilde Konetzi_ Max Lorenz_ Irma Björck_ Andreas Böhm_ Gertrud Wettergren_ BBC Symphony Orchestra,0,Cats Dont Dance,1997.0,,Tonight Im Going Out with You,bill elliott + his orchestra
433758,309498,386864,Medley: Lover Come Back To Me/(I Don't Stand) A Ghost Of A Chance With You/Just You_ Just Me,Charlie Shavers / Bill Harris / Charlie Ventura / Ralph Burns / Bill Arango / Curly Russell / Sid Catlett,0,Cats Dont Dance,1997.0,,Tonight Im Going Out with You,bill elliott + his orchestra
433759,801139,386864,Man With The Movie Camera,The Cinematic Orchestra,2002,Cats Dont Dance,1997.0,,Tonight Im Going Out with You,bill elliott + his orchestra
434762,889460,276017,Theme (The Duke) - Intro,The Dave Brubeck Quartet Featuring Paul Desmond,0,The Tonight Show Starring Johnny Carson,1962.0,(1980-05-19),Johnnys Theme,paul anka
434816,314669,344637,I Don't Feel Like Loving You Today,Gretchen Wilson,2005,Almost Famous,2000.0,,Feel Flows,john rieley + carl wilson + the beach boys
434833,118592,344637,Feel Flows (Digitally Remastered '00),The Beach Boys,0,Almost Famous,2000.0,,Feel Flows,john rieley + carl wilson + the beach boys
434888,528452,465255,How Can I Tell You,Gabriella Cilmi,0,Hating Alison Ashley,2005.0,,Dont Tell Me,gabriella cilmi
435000,783656,424320,New York Minute,Don Henley,1989,Eagles: Hell Freezes Over,1994.0,,New York Minute,don henley + danny kortchmar + jai winding
436138,954185,235181,The Love I Long For (November 30_ 1944 War Bond Rally San Diego_ Ca),Harry James & His Orchestra,0,The 4400,2004.0,Daddys Little Girl (#4.9),Since I Dont Have You,joseph rock + james beaumont + the skyliners
436156,957142,235181,I Had The Craziest Dream,Harry James & His Orchestra,0,The 4400,2004.0,Daddys Little Girl (#4.9),Since I Dont Have You,joseph rock + james beaumont + the skyliners
436218,890844,235181,I Think We're Alone Now,Tommy James And The Shondells,1967,The 4400,2004.0,Daddys Little Girl (#4.9),Since I Dont Have You,joseph rock + james beaumont + the skyliners
436258,951123,235181,Ill Come See You,James Newton Howard,2006,The 4400,2004.0,Daddys Little Girl (#4.9),Since I Dont Have You,joseph rock + james beaumont + the skyliners
436422,924130,235181,Oh How I Love Jesus,Joseph Spence,0,The 4400,2004.0,Daddys Little Girl (#4.9),Since I Dont Have You,joseph rock + james beaumont + the skyliners
436428,781400,235181,Get Up I Feel Like Being A Sex Machine (Part 2),James Brown,0,The 4400,2004.0,Daddys Little Girl (#4.9),Since I Dont Have You,joseph rock + james beaumont + the skyliners
436479,830387,235181,You Got To Have A Job (If You Don't Work You Can't Eat),James Brown / Marva Whitney,0,The 4400,2004.0,Daddys Little Girl (#4.9),Since I Dont Have You,joseph rock + james beaumont + the skyliners
436544,577196,235181,I Come Down,Joseph Arthur,2008,The 4400,2004.0,Daddys Little Girl (#4.9),Since I Dont Have You,joseph rock + james beaumont + the skyliners
436655,372663,40412,Check My Brain,Alice In Chains,2009,Californication,2007.0,Exile on Main St. (#4.1),Check My Brain,jerry cantrell + alice in chains
436691,650425,40412,Hold Me My Darling - Original,Jerry Butler,0,Californication,2007.0,Exile on Main St. (#4.1),Check My Brain,jerry cantrell + alice in chains
436731,547110,40412,Welcome To My Nightmare,Alice Cooper,1975,Californication,2007.0,Exile on Main St. (#4.1),Check My Brain,jerry cantrell + alice in chains
437095,528172,568563,Green Light Girl,Doyle Bramhall II & Smokestack,2001,Out Cold,2001.0,,Green Light Girl (Rock Remix),doyle bramhall ii + susannah melvoin + doyle bramhall
438146,648180,576198,Bucephalus Bouncing Ball [Chosen by Warp co-founder Steve Beckett],Aphex Twin,0,Pi,1998.0,,Bucephalus Bouncing Ball,aphex twin
438156,671826,355210,Alfie,Kenny G featuring Burt Bacharach,0,Austin Powers in Goldmember,2002.0,,Alfie (Whats It All About  Austin?),burt bacharach + hal david + susanna hoffs
438190,927004,355210,Could It Be I'm Falling In Love,David Grant & Jaki Graham,1985,Austin Powers in Goldmember,2002.0,,Alfie (Whats It All About  Austin?),burt bacharach + hal david + susanna hoffs
438216,124373,355210,My Little Red Book (All I Do Is Talk About You),Burt Bacharach / Tony Middleton,0,Austin Powers in Goldmember,2002.0,,Alfie (Whats It All About  Austin?),burt bacharach + hal david + susanna hoffs
438235,646633,355210,Take This Job And Shove It,David Allan Coe,1985,Austin Powers in Goldmember,2002.0,,Alfie (Whats It All About  Austin?),burt bacharach + hal david + susanna hoffs
438265,961225,355210,When All Colors Turn To L (Learnig To Trust Album Version),David Meece,0,Austin Powers in Goldmember,2002.0,,Alfie (Whats It All About  Austin?),burt bacharach + hal david + susanna hoffs
438983,961576,652278,A Love Of Home,Jim Chappell,0,The Canyon,2009.0,,Back Of My Mind,jim reilley + james scott reilley
438990,959028,652278,Once Around - A Passage of Time,James Horner,0,The Canyon,2009.0,,Back Of My Mind,jim reilley + james scott reilley
439036,885721,652278,Looking Back,Route 33 / Alex James,2006,The Canyon,2009.0,,Back Of My Mind,jim reilley + james scott reilley
439244,940859,652278,Maestoso (A Hymn In The Roof Of The World),Barclay James Harvest,1974,The Canyon,2009.0,,Back Of My Mind,jim reilley + james scott reilley
439291,955626,652278,Make My Dreams Come True (Take 2),Elmore James,1993,The Canyon,2009.0,,Back Of My Mind,jim reilley + james scott reilley
440298,21235,123524,Any Way You Want Me To,Jamie Richards,0,James at 15,1977.0,Star-Crossed Lovers (#1.11),Any Way That You Want Me,randy richards
440626,949491,119311,Hear Me Calling,Alvin Lee,1995,Iltatähti,1973.0,(1974-12-27),Hear Me Calling,alvin lee + hurriganes
440714,941531,119311,Can't Buy Me Love,Alvin And The Chipmunks,0,Iltatähti,1973.0,(1974-12-27),Hear Me Calling,alvin lee + hurriganes
442197,925571,7415,Dead Star,F. R. David,2007,Absolutely Fabulous,1992.0,Birth (#2.6),Once Upon A Star,david farnon
442612,126347,601076,The River People,Robert Forster,1990,Ruth Orkin: Frames of Life,1996.0,,From Foreign Lands and People (Von fremden Ländern und Menschen  Op. 15  No. 1),robert schumann + donna lee weng
442663,913995,601076,Les entrentiens de la Belle et de la Bête (Beauty and the Beast),Lee Ritenour / Dave Grusin,2008,Ruth Orkin: Frames of Life,1996.0,,From Foreign Lands and People (Von fremden Ländern und Menschen  Op. 15  No. 1),robert schumann + donna lee weng
442674,298566,601076,Fantasy Pieces_ Op. 12: VII. Dream Visions in F Major,Sviatoslav Richter_ Robert Schumann,0,Ruth Orkin: Frames of Life,1996.0,,From Foreign Lands and People (Von fremden Ländern und Menschen  Op. 15  No. 1),robert schumann + donna lee weng
442717,274276,688493,St. Patrick's Day from The Quiet Man (1952),John Williams;Itzhak Perlman;The Boston Pops Orchestra,0,The Trust,2016.0,,Lucky Vegas Gamblin Man,travis jones/riley + rod rogers + the travis jay jones orchestra
442728,801139,688493,Man With The Movie Camera,The Cinematic Orchestra,2002,The Trust,2016.0,,Lucky Vegas Gamblin Man,travis jones/riley + rod rogers + the travis jay jones orchestra
443086,29771,102069,The Ballad of Sweeney Todd,Stephen Sondheim,1979,Great Performances,1971.0,Sondheim! The Birthday Concert,Partial Sweeny Todd,stephen sondheim
443087,935129,494312,Cross Road Blues,Peter Green Splinter Group,2000,Joy,2015.0,,River Road,pedrito martinez + the pedrito martinez group
443160,957801,132001,Por La Escalera,Diego Torres,0,La Malquerida,2014.0,Acacia no logra alejarse de Esteban (#1.84),La Malquerida,pablo preciado + román torres cuevas + alejandro pérez gonzález + cristián castro + jesús navarro + melissa robles
443261,927513,132001,1. La Anunciación (chamamé),Mercedes Sosa / 'Chango' Farias Gomez / Asociacion Coral Lagun Onak / Nicolas 'Colacho' Brizuela / Jaime Torres / Ruben Lobo / Oscar Giunta / Popi Spatocco / Chango Spasiuk,0,La Malquerida,2014.0,Acacia no logra alejarse de Esteban (#1.84),La Malquerida,pablo preciado + román torres cuevas + alejandro pérez gonzález + cristián castro + jesús navarro + melissa robles
443302,336381,680601,Anything Goes_ I Get A Kick Out Of You,Cole Porter,0,The Range Busters,1940.0,,Get Along Little Cowboy,johnny lange + lew porter + john dusty king
443323,956709,680601,Sweet Little Sixteen,John Leyton,0,The Range Busters,1940.0,,Get Along Little Cowboy,johnny lange + lew porter + john dusty king
443336,928982,680601,Little Road and a Stone to Roll (LP Version),John Stewart,0,The Range Busters,1940.0,,Get Along Little Cowboy,johnny lange + lew porter + john dusty king
443361,952001,680601,Little Girl (1993 Digital Remaster),The King Cole Trio,0,The Range Busters,1940.0,,Get Along Little Cowboy,johnny lange + lew porter + john dusty king
444368,215284,723366,Jingle Bells (Album Version),Boney James,0,Who Done It?,1956.0,,Jingle Bells,james pierpont
444478,551253,576545,Me Cago En El Amor,Tonino Carotone,1999,Piedras verdes,2001.0,,Me cago en el amor,tonino carotone
445247,595938,414300,Verdi: La forza del destino: O tu che in seno agli angeli - Alvaro,Giuseppe Verdi,0,Die Operngala der Stars,2007.0,,E lui! desso! ... Dio  che nellalma infondere,giuseppe verdi + ramón vargas + ludovic tézier  with swr sinfonieorchester baden-baden und freiburg
445249,937594,414300,Che ascolto?...,Juan Diego Flórez / Orchestra Sinfonica di Milano Giuseppe Verdi / Riccardo Chailly,0,Die Operngala der Stars,2007.0,,E lui! desso! ... Dio  che nellalma infondere,giuseppe verdi + ramón vargas + ludovic tézier  with swr sinfonieorchester baden-baden und freiburg
446954,959622,729297,The Girl I Love_ She Got Long Curly Hair,Sleepy John Estes,0,Yi shou yaogun shang yueqiu,2013.0,,I Love You,spark chen + sleepy dads
447081,958675,98582,The Word Of Your Body (Reprise),Jonathan B. Wright / Gideon Glick / Brian Johnson / Skylar Astin / John Gallagher_ Jr. / Jonathan Groff / Lea Michele / Lilli Cooper / Lauren Pritchard / Phoebe Strole / Remy Zaken,0,Glee,2009.0,Heart (#3.13),Chapel of Love,jeff barry + ellie greenwich + phil spector + brian stokes mitchell + jeff goldblum
447172,797895,98582,Love Letter,Lisa Mitchell,2009,Glee,2009.0,Heart (#3.13),Chapel of Love,jeff barry + ellie greenwich + phil spector + brian stokes mitchell + jeff goldblum
447196,99437,98582,The Twelve Days Of Christmas (Album Version),Jerry Jeff Walker,0,Glee,2009.0,Heart (#3.13),Chapel of Love,jeff barry + ellie greenwich + phil spector + brian stokes mitchell + jeff goldblum
447248,949421,98582,Heart Of An Angel,The Jeff Healey Band,1992,Glee,2009.0,Heart (#3.13),Chapel of Love,jeff barry + ellie greenwich + phil spector + brian stokes mitchell + jeff goldblum
447316,870464,98582,More Love And Compassion,Brian Free & Assurance,0,Glee,2009.0,Heart (#3.13),Chapel of Love,jeff barry + ellie greenwich + phil spector + brian stokes mitchell + jeff goldblum
447324,951773,98582,Je N'En Connais La Fin/If You Love Me (Really Love Me),Jeff Buckley,0,Glee,2009.0,Heart (#3.13),Chapel of Love,jeff barry + ellie greenwich + phil spector + brian stokes mitchell + jeff goldblum
447333,903360,98582,The magic of love,Russell Watson / Lionel Richie / Jay Berliner / Jeff Bova / Royal Philharmonic Orchestra / John Lubbock,0,Glee,2009.0,Heart (#3.13),Chapel of Love,jeff barry + ellie greenwich + phil spector + brian stokes mitchell + jeff goldblum
447363,956009,98582,Come On In Love,Barry White,1995,Glee,2009.0,Heart (#3.13),Chapel of Love,jeff barry + ellie greenwich + phil spector + brian stokes mitchell + jeff goldblum
447614,957340,664804,The All American Girl,Top Of The Fair,0,The Hidden,1987.0,,Black Girl White Girl,stiv bators + brian james + the lords of the new church
447644,242893,664804,Toxic Girl,Kings Of Convenience,2000,The Hidden,1987.0,,Black Girl White Girl,stiv bators + brian james + the lords of the new church
447661,347430,664804,Black Girl White Girl,Lords Of The New Church,1983,The Hidden,1987.0,,Black Girl White Girl,stiv bators + brian james + the lords of the new church
447695,903905,664804,Free Up Black Man,Cedric IM Brooks & The Light of Saba,0,The Hidden,1987.0,,Black Girl White Girl,stiv bators + brian james + the lords of the new church
447705,541671,225043,Main Title,Jerry Goldsmith,1966,Star Trek: Voyager,1995.0,Tinker Tenor Doctor Spy (#6.4),Star Trek: Voyager - Main Title,jerry goldsmith + jay chattaway
447817,950360,225043,Senorita I Love You - Original,Jerry Butler,0,Star Trek: Voyager,1995.0,Tinker Tenor Doctor Spy (#6.4),Star Trek: Voyager - Main Title,jerry goldsmith + jay chattaway
447826,754254,225043,Star Trek: First Contact- End Title,Jerry Goldsmith,0,Star Trek: Voyager,1995.0,Tinker Tenor Doctor Spy (#6.4),Star Trek: Voyager - Main Title,jerry goldsmith + jay chattaway
447882,650425,225043,Hold Me My Darling - Original,Jerry Butler,0,Star Trek: Voyager,1995.0,Tinker Tenor Doctor Spy (#6.4),Star Trek: Voyager - Main Title,jerry goldsmith + jay chattaway
447904,954116,225043,Main Title,Jay Ferguson,1989,Star Trek: Voyager,1995.0,Tinker Tenor Doctor Spy (#6.4),Star Trek: Voyager - Main Title,jerry goldsmith + jay chattaway
447977,956631,623401,I Love You To Death (Album Version),Family Force 5,0,Sonshine,2016.0,,Love Addict,nathan currin + jacob olds + solomon olds + family force 5
448328,840878,718598,Up Above My Head - I Hear Music In The Air (LP Version),Randy Travis,0,We Bought a Zoo,2011.0,,I Think Its Going to Rain Today,randy newman + arrangement with warner music group film + tv licensing
448377,677475,718598,I Think It's Going To Rain Today (LP Version),Randy Newman,0,We Bought a Zoo,2011.0,,I Think Its Going to Rain Today,randy newman + arrangement with warner music group film + tv licensing
448477,948620,718598,Skip To My Lou,Old Town School of Folk Music,0,We Bought a Zoo,2011.0,,I Think Its Going to Rain Today,randy newman + arrangement with warner music group film + tv licensing
448533,515900,718598,Nobody Wants To Be Lonely,Ricky Martin with Christina Aguilera,1999,We Bought a Zoo,2011.0,,I Think Its Going to Rain Today,randy newman + arrangement with warner music group film + tv licensing
448609,953751,718598,I'm Beginning To See The Light,Gerry Mulligan With Chet Baker,0,We Bought a Zoo,2011.0,,I Think Its Going to Rain Today,randy newman + arrangement with warner music group film + tv licensing
449085,466304,619433,Thinking About My Life (2004 Digital Remaster),Simon Dupree & The Big Sound,0,Smalltown,2016.0,,Thinking About You,big atomic
449129,806255,619433,Just When You Thought You Won You Lost (feat. Lil Raider_ B-Dawg & Mo Jack Daniels),Big Tone_ Lil Raider_ B-Dawg_ Mo Jack Daniels,0,Smalltown,2016.0,,Thinking About You,big atomic
449224,917345,422922,Mercy,W.A.S.P.,2007,Dudes,1987.0,,Show No Mercy,w.a.s.p.
449243,889460,275562,Theme (The Duke) - Intro,The Dave Brubeck Quartet Featuring Paul Desmond,0,The Tonight Show Starring Johnny Carson,1962.0,(1975-07-30),Johnnys Theme,paul anka
449499,889216,583472,Song Of A Sad Little Girl,Rick Wakeman And Dave Cousins,0,Private School,1983.0,,The American Girl,rick springfield
449600,644158,583472,Jessie's Girl,Rick Springfield,1981,Private School,1983.0,,The American Girl,rick springfield
450103,439142,287588,Love Is In The Air (Fran Mix),John Paul Young,1997,The X Factor,2004.0,Live Final (#2.29),Happy Xmas (War Is Over),john lennon + yoko ono + journey south
450109,879451,287588,Happy Xmas (War Is Over),John & Yoko And The Plastic Ono Band With The Harlem Community Choir,0,The X Factor,2004.0,Live Final (#2.29),Happy Xmas (War Is Over),john lennon + yoko ono + journey south
450151,437384,287588,They Call It Stormy Monday (But Tuesday Is Just as Bad),John Hammond,1967,The X Factor,2004.0,Live Final (#2.29),Happy Xmas (War Is Over),john lennon + yoko ono + journey south
450264,589814,725038,Rock Of Ages (Album),B.J. THOMAS,0,Willy McBean and His Magic Machine,1965.0,,Knights of the Round Table,edward thomas + gene forrell + james polack
450335,959028,725038,Once Around - A Passage of Time,James Horner,0,Willy McBean and His Magic Machine,1965.0,,Knights of the Round Table,edward thomas + gene forrell + james polack
450535,940859,725038,Maestoso (A Hymn In The Roof Of The World),Barclay James Harvest,1974,Willy McBean and His Magic Machine,1965.0,,Knights of the Round Table,edward thomas + gene forrell + james polack
450973,362419,725038,Dream A Little Dream Of Me,Thomas Battenstein,0,Willy McBean and His Magic Machine,1965.0,,Knights of the Round Table,edward thomas + gene forrell + james polack
451001,282329,725038,The Corner Of Walk And Don't Walk,8 Bold Souls (Ft. Edward Wilkerson_ Jr.),0,Willy McBean and His Magic Machine,1965.0,,Knights of the Round Table,edward thomas + gene forrell + james polack
451366,887762,252058,These Foolish Things (Remind Me Of You),Ray Conniff Singers,0,The Life and Legend of Wyatt Earp,1955.0,The Buntline Special (#1.16),The Legend of Wyatt Earp,harry warren + the ken darby singers
451527,891419,252058,Keep Right On To The End Of The Road,Sir Harry Lauder,0,The Life and Legend of Wyatt Earp,1955.0,The Buntline Special (#1.16),The Legend of Wyatt Earp,harry warren + the ken darby singers
451838,921563,99244,Paula (An Improvised Love Song),Original Broadway Cast Recording,0,Glee,2009.0,Yes/No (#3.10),We Found Love,calvin harris + lea michele + naya rivera + the glee cast
451924,880875,99244,I Don't Know How To Love Him,Jesus Christ Superstar: Highlights - 20th Anniversary London Cast,0,Glee,2009.0,Yes/No (#3.10),We Found Love,calvin harris + lea michele + naya rivera + the glee cast
452048,956797,99244,A Boy Like That - I Have a Love,Chita Rivera & Carol Lawrence & Leonard Bernstein&The New York Philharmonic Orchestra,0,Glee,2009.0,Yes/No (#3.10),We Found Love,calvin harris + lea michele + naya rivera + the glee cast
452655,951114,544838,Put On a Happy Face,Dick Van Dyke,2004,Moonlight on the Prairie,1935.0,,Moonlight on the Prairie,tim spencer + bob nolan + dick foran  at the end
453088,959685,544838,World_ Hold On [Children of the sky][Bob Sinclar vs Harlem Hustlers Remix],Bob Sinclar feat. Steve Edwards,0,Moonlight on the Prairie,1935.0,,Moonlight on the Prairie,tim spencer + bob nolan + dick foran  at the end
453232,458832,198834,Don't Go Breaking My Heart,Elton John / Kiki Dee,1976,Rude Tube,2008.0,Epic Fails (#3.1),Here We Go,john philip sousa
453241,949464,198834,Go Ahead On - Original,Dr. John,0,Rude Tube,2008.0,Epic Fails (#3.1),Here We Go,john philip sousa
453279,800333,198834,I Can't Go For That (No Can Do),Daryl Hall & John Oates,1981,Rude Tube,2008.0,Epic Fails (#3.1),Here We Go,john philip sousa
453309,467791,723881,Long Lonely Nights,Lee Andrews_ The Hearts,1986,Why Do Fools Fall in Love,1998.0,,Long Lonely Nights,lee andrews + douglas henderson + mimi unman + bernie davis + clyde mcphatter + arrangement with warner special products
453326,515900,723881,Nobody Wants To Be Lonely,Ricky Martin with Christina Aguilera,1999,Why Do Fools Fall in Love,1998.0,,Long Lonely Nights,lee andrews + douglas henderson + mimi unman + bernie davis + clyde mcphatter + arrangement with warner special products
455260,933874,639720,The Battle of New Orleans,Lonnie Donegan & His Skiffle Group,0,Tanner Hall,2009.0,,A Few Minutes of Silence,paul westerberg + arrangement with warner music group film + tv licensing
455327,881136,639720,Melody of Love (Album Version),The Rance Allen Group,0,Tanner Hall,2009.0,,A Few Minutes of Silence,paul westerberg + arrangement with warner music group film + tv licensing
455414,955628,639720,Love Of The Common People,Paul Young,1983,Tanner Hall,2009.0,,A Few Minutes of Silence,paul westerberg + arrangement with warner music group film + tv licensing
455466,714398,639720,A Few Minutes Of Silence (Album Version),Paul Westerberg,1993,Tanner Hall,2009.0,,A Few Minutes of Silence,paul westerberg + arrangement with warner music group film + tv licensing
455619,927174,639720,A Poor Wayfaring Man Of Grief,Paul Cardall,2000,Tanner Hall,2009.0,,A Few Minutes of Silence,paul westerberg + arrangement with warner music group film + tv licensing
455644,961447,639720,Wall Of Silence (the scandinavian way),Zacharius Carls Group,0,Tanner Hall,2009.0,,A Few Minutes of Silence,paul westerberg + arrangement with warner music group film + tv licensing
